mass,year,mint,condition
2.87,1964,2,2
2.97,1982,1,1
2.55,1997,3,1
2.95,1979,4,2
2.93,1982,2,1
2.42,1991,4,1
3.22,1977,2,1
3.05,1968,3,2
2.87,1978,3,2
3.1,1979,2,1
2.86,1970,2,1
2.87,1967,3,2
2.79,1996,3,2
3.09,1975,3,2
2.79,1989,2,2
3.1,1971,4,1
2.83,1967,4,2
2.52,2009,3,2
3.1,1974,1,1
3.15,1962,4,1
3.17,1973,3,1
3.02,1981,4,2
2.48,1996,1,1
3.2,1972,2,1
2.21,2018,4,2
2.91,1961,1,1
3.11,1964,4,1
2.88,1961,1,1
2.95,1962,3,2
3.11,1969,1,1
3,1975,4,1
2.91,1981,2,1
3.21,1977,3,2
2.78,1996,1,2
3.17,1968,4,1
3.25,1977,2,1
2.68,1997,3,2
2.97,1982,1,2
3,1966,3,2
2.8,1982,4,1
3.04,1976,4,2
2.89,1968,4,2
2.87,1974,1,2
3.18,1972,2,2
2.67,2011,3,2
3.15,1960,3,2
2.51,2007,4,1
2.52,1984,4,2
2.5,1994,4,2
2.93,1961,4,2
2.4,1989,2,2
2.52,2010,4,1
3.1,1962,3,2
2.95,1965,4,1
3.47,1977,3,1
2.71,1985,2,2
3.1,1982,2,1
3.23,1976,3,1
2.65,2003,4,1
2.66,1992,3,1
2.92,1970,3,1
3.11,1967,1,2
3.18,1982,4,2
2.61,2005,4,2
3.01,1977,4,1
2.84,1962,3,2
2.99,1971,3,1
2.68,1998,3,2
2.66,2017,2,2
3.17,1960,2,2
2.65,2004,3,1
2.66,2000,3,1
3.22,1974,2,2
2.87,1969,3,1
2.13,2012,4,1
2.87,1975,2,2
2.55,1987,1,1
2.68,1997,1,1
2.47,1982,2,2
2.48,1989,2,1
2.92,1978,4,2
3.08,1962,2,2
2.98,1967,2,2
3.07,1966,1,2
3.24,1977,2,1
2.68,1998,3,2
2.49,1988,2,2
3.23,1976,1,1
2.63,2011,1,2
2.86,1978,2,1
3.02,1962,3,2
2.65,1984,4,2
2.34,2014,4,1
3.29,1963,4,2
3.01,1976,3,2
2.6,2013,2,1
2.37,2011,2,1
2.5,1995,1,1
3.07,1964,4,1
2.81,1968,4,1
2.86,1980,4,1
2.49,2002,1,2
2.82,1968,1,2
2.84,1964,2,1
2.77,1986,4,1
2.93,1975,1,1
2.41,1984,2,2
3.25,1979,2,1
2.98,1969,3,2
3.06,1981,2,2
3.12,1972,2,2
3.08,1982,2,1
2.61,2011,4,2
2.75,1988,1,1
3.19,1964,1,2
2.53,2020,3,1
2.96,1976,2,2
3.14,1964,3,2
2.6,1985,2,1
2.37,1990,1,1
2.56,1988,2,2
2.67,1991,2,2
3.03,1972,4,1
2.53,1985,4,1
2.77,2011,3,2
2.59,1987,3,1
2.68,2012,3,2
2.57,1990,3,2
2.54,2009,2,1
2.74,1988,2,2
2.77,1984,2,2
3.04,1973,2,2
2.76,2013,2,2
3.19,1978,3,2
3.29,1976,1,2
3.12,1970,3,1
2.87,1962,1,2
2.99,1966,1,1
2.67,2010,3,1
2.81,1967,4,1
2.88,1973,3,2
3,1970,4,2
2.56,1993,3,1
2.73,1987,4,1
3.12,1978,2,1
2.5,2010,1,2
2.68,2018,3,1
2.63,2011,4,2
3.26,1965,1,1
2.88,1982,2,2
2.87,1969,2,2
2.69,1996,2,2
2.8,1977,3,2
2.9,1977,1,1
2.48,1996,4,1
3.24,1960,1,2
3.02,1977,2,2
2.37,1990,1,2
3,1966,3,1
2.6,2012,1,2
2.98,1974,1,1
2.63,1997,1,1
3.27,1977,4,1
2.62,2017,4,1
3.17,1965,3,2
2.76,2019,3,1
2.6,1989,4,2
3.12,1962,3,2
2.5,1997,2,2
3.17,1966,4,1
2.74,2003,1,1
3.18,1982,3,1
2.92,1981,2,1
2.88,1974,2,2
3.34,1963,1,1
2.93,1979,4,2
2.97,1981,3,2
3.3,1967,1,2
3.35,1963,4,1
2.95,1975,3,1
3.03,1981,4,2
2.55,2006,1,1
2.65,2011,3,1
3.39,1969,1,1
3.01,1967,4,1
2.48,2000,4,1
2.92,1962,2,1
3.06,1969,2,1
2.54,2017,4,1
2.95,1982,3,1
2.56,1988,2,2
2.32,2012,1,1
3.42,1964,1,2
3.07,1978,3,2
3.36,1973,3,1
3.05,1960,4,1
2.58,1997,4,1
2.65,2020,4,2
2.98,1967,1,2
2.36,2019,4,1
3.3,1971,1,2
2.95,1961,3,2
2.99,1962,3,2
2.89,1964,2,2
3.03,1967,1,2
3.13,1971,4,2
2.52,2006,1,2
2.76,1982,3,1
2.87,1970,2,1
3.04,1976,1,1
2.65,1995,4,1
3.27,1969,1,2
3.19,1963,1,1
2.59,2005,3,1
2.83,1960,2,2
3.04,1978,3,1
2.71,2018,1,2
2.52,2007,2,1
2.53,1986,4,1
2.58,2007,3,2
3.21,1963,1,1
3.26,1971,2,1
2.99,1976,1,1
3.02,1962,4,2
2.67,1985,3,2
2.94,1966,4,2
2.95,1964,3,2
2.72,1995,3,1
3.18,1972,4,2
2.33,2004,1,1
2.57,1996,1,1
3.16,1981,2,2
2.67,2019,3,1
3.25,1971,1,2
3.22,1975,4,2
2.98,1967,4,2
3.19,1961,4,1
3.25,1982,1,1
3.04,1972,2,1
2.99,1977,3,2
3.18,1962,2,1
3.16,1969,1,2
2.47,2013,1,1
2.96,1978,1,1
2.96,1978,2,1
2.91,1961,2,2
2.74,1993,3,1
2.78,1993,1,2
3.31,1967,3,2
2.58,2014,1,1
2.26,1997,4,1
2.48,1999,2,2
3.05,1963,2,1
3.26,1979,3,2
2.68,2000,4,2
3.1,1982,4,2
2.39,1982,3,1
3.15,1972,2,1
2.79,2003,3,1
2.97,1978,2,1
3.12,1981,3,2
3.04,1976,2,1
3.2,1966,2,1
2.58,2018,3,2
2.64,1999,1,1
2.91,1961,3,1
2.61,1991,4,2
2.53,2009,4,2
3.24,1970,1,1
3.24,1960,2,2
3.13,1961,4,1
2.93,1960,4,2
3.07,1970,1,1
2.52,1994,4,2
2.83,1974,2,1
3.2,1962,2,2
2.89,1965,3,2
2.71,2000,4,2
2.48,2019,3,1
2.92,1964,1,1
3.31,1963,4,2
3.03,1981,4,1
2.85,1975,4,2
2.63,1988,1,2
3.22,1969,3,2
2.85,1970,4,2
2.52,2001,2,2
3.25,1973,1,2
3.04,1968,2,2
2.9,1961,2,2
2.8,1960,2,2
2.96,1981,3,1
2.73,2013,3,1
3.1,1965,2,1
3.35,1981,3,1
2.96,1970,1,1
2.73,2005,3,1
3.47,1962,4,1
2.5,2008,1,2
3.01,1976,4,1
3.01,1968,4,2
2.82,1971,4,2
2.57,2018,3,2
2.94,1974,4,2
3.17,1977,1,1
2.93,1978,2,2
2.58,1987,4,2
2.97,1960,3,2
2.68,2000,3,1
2.67,1991,2,1
2.81,1960,2,1
2.71,2013,2,2
3.02,1980,2,2
2.46,2018,2,1
3.03,1979,4,2
3.25,1977,4,1
2.84,1967,4,2
3.13,1967,3,1
3.16,1976,4,1
3.02,1968,4,2
2.98,1964,1,2
3.26,1981,3,2
3.13,1982,4,2
3.28,1965,2,1
2.82,1979,1,2
3.3,1977,2,1
2.67,2005,1,2
3.46,1962,1,2
2.93,1977,2,1
2.94,1974,3,2
2.96,1967,3,1
3.18,1969,4,2
2.83,1965,2,1
3.33,1962,1,1
2.57,1988,1,1
3.05,1968,1,2
2.93,1977,2,2
2.55,2018,3,2
3.04,1967,3,2
2.75,1989,2,1
3.28,1976,4,1
2.52,2015,1,2
3.08,1975,4,1
3.21,1966,1,1
2.44,2015,3,2
2.55,2005,2,1
2.36,2007,1,1
2.58,2012,4,1
2.48,2016,3,1
2.62,2000,2,2
2.31,2007,3,2
3.03,1964,4,1
2.7,2018,4,2
2.81,1969,3,2
3,1968,2,2
3.13,1978,1,2
3.23,1975,3,2
2.98,1973,4,1
2.74,2009,1,1
2.88,1973,4,1
2.62,1989,1,1
3.16,1964,4,1
2.61,2010,2,1
2.76,2016,2,1
2.41,1984,3,2
3.19,1972,3,2
3.25,1975,3,1
2.44,2004,4,2
2.6,2012,4,2
2.68,2011,3,1
3.34,1979,1,1
2.9,1962,4,1
3.36,1982,4,1
2.84,1982,4,1
3,1966,3,1
2.93,1972,3,1
3.03,1966,2,2
2.94,1973,4,1
2.53,2000,3,1
2.35,2008,4,2
3.05,1969,4,1
2.77,2017,2,2
3.02,1964,3,2
2.86,1960,1,1
2.68,1982,1,1
2.9,1967,3,2
2.69,2005,4,2
2.96,1964,1,1
2.66,2008,2,2
3.22,1970,4,2
2.99,1976,4,1
3.3,1975,3,1
3.38,1967,3,2
3.04,1960,1,2
3.13,1975,4,1
3.07,1973,4,1
3.14,1982,2,1
3.17,1977,1,1
3.37,1970,2,2
2.68,2012,3,2
3.11,1969,4,1
2.68,1990,1,1
2.56,2015,4,1
3.06,1981,4,2
3.02,1962,3,2
2.62,1988,4,2
3.16,1967,4,2
2.57,2009,1,1
2.69,1982,1,2
2.73,2002,2,2
3.02,1971,4,1
2.73,1993,1,1
2.77,2006,4,2
3.14,1974,4,1
2.64,2016,1,1
2.91,1974,2,2
2.35,1991,2,2
2.93,1965,2,1
2.82,1960,3,1
3.11,1969,1,1
2.72,1990,1,2
2.83,1978,1,2
2.88,1971,4,1
2.77,2014,4,2
3.16,1971,1,2
2.6,1999,1,1
3,1967,1,1
2.38,2020,1,1
3.15,1976,4,1
3.04,1963,2,1
3.04,1978,2,1
2.76,2006,1,2
3.15,1981,2,2
2.73,1983,1,2
3.16,1972,4,1
2.65,2011,1,1
3.01,1981,3,1
2.85,1968,3,1
2.92,1978,3,1
2.52,1997,1,1
3.02,1961,4,1
3.36,1978,3,1
2.97,1962,4,1
2.99,1978,1,2
2.62,2010,4,1
3.12,1980,3,2
3.14,1968,2,2
2.87,1979,1,2
3.33,1975,1,2
3.06,1963,4,1
3.15,1961,1,2
3.29,1973,1,1
2.71,2013,3,1
3.12,1981,4,2
3.26,1975,2,1
2.86,1974,3,2
2.57,2010,3,1
3.38,1971,2,2
2.75,2019,4,2
2.59,2007,2,2
3.1,1977,1,2
2.71,2012,3,1
2.85,1977,2,1
2.53,1987,2,2
3.1,1968,1,2
2.58,2020,2,1
2.84,1973,2,1
2.68,1988,4,1
2.84,1978,1,1
2.49,1984,1,1
2.66,2019,4,2
2.31,2008,1,2
2.92,1977,3,2
2.61,1987,2,1
3.1,1972,1,1
2.24,2004,1,1
3.32,1964,2,1
3.13,1979,4,1
3.01,1981,1,2
2.82,1977,3,2
2.82,1973,4,1
2.65,1986,2,2
3.07,1962,3,1
3.17,1963,3,2
2.95,1977,4,1
2.66,2016,3,1
3.35,1970,3,1
3.36,1979,1,1
3.38,1981,2,1
3.13,1981,2,2
2.75,2000,2,1
2.98,1964,2,2
3.01,1963,4,2
2.88,1967,2,2
3.1,1961,3,2
2.56,1985,2,1
3.18,1976,2,1
2.53,1993,1,2
3.2,1960,1,2
2.83,1979,4,2
2.67,1994,4,2
2.86,1973,1,1
2.72,2019,2,1
3.01,1960,1,2
3.14,1980,1,2
2.34,2014,1,2
2.86,1975,4,1
3.06,1974,2,2
2.58,1992,3,1
2.47,1994,1,1
2.19,2002,3,2
3.07,1966,3,1
3.22,1960,4,2
3.27,1977,2,2
3.29,1967,2,2
3.22,1962,4,1
3,1962,4,1
2.68,1982,4,2
2.66,2001,4,2
2.57,1997,1,1
2.85,1964,1,2
3.18,1966,1,2
2.93,1973,3,1
2.84,1978,4,1
3.05,1965,2,2
2.56,2013,4,1
2.61,1990,3,2
2.55,2015,4,1
2.41,1990,1,2
2.5,1996,1,2
3.03,1967,3,1
2.63,2011,2,1
2.97,1963,1,1
2.47,1998,4,1
2.88,1960,3,1
2.59,2000,4,2
3.14,1965,3,2
3.21,1978,4,2
3.13,1968,4,1
3.05,1962,3,2
3.15,1967,4,1
3.05,1981,1,2
3.01,1979,2,2
2.96,1963,2,1
2.68,2018,1,2
3.17,1961,4,1
2.9,1960,3,1
2.51,2014,3,2
2.84,1972,3,1
2.84,1970,4,1
2.87,1966,2,1
3.31,1981,4,1
2.52,1997,2,2
2.7,1992,2,2
3.4,1960,3,1
2.61,1984,3,1
2.97,1961,1,2
2.77,2017,2,1
2.83,1971,1,1
3.03,1964,4,1
2.83,1965,1,2
2.91,1979,1,2
2.5,2005,4,2
2.77,1987,1,1
2.99,1969,4,2
3.05,1963,4,1
2.82,1981,2,1
2.78,1995,1,2
3.36,1968,4,1
2.91,1965,3,1
3.14,1972,3,1
2.32,1983,4,2
3.1,1978,3,2
3.38,1965,2,2
2.89,1978,4,1
2.42,2013,3,1
3.01,1969,4,1
3.19,1972,2,2
3.21,1980,3,1
2.46,2006,2,1
3.1,1981,3,2
3.33,1964,3,2
2.66,1997,4,1
3.19,1968,2,1
2.86,1963,4,1
3.01,1973,3,2
2.99,1981,1,1
3.19,1972,1,1
3.08,1970,1,2
3.06,1968,4,1
3.11,1978,1,2
3.16,1972,2,2
3.33,1982,2,1
3.26,1977,1,2
3.07,1968,1,2
2.99,1964,1,2
3.27,1982,3,2
2.59,1996,2,1
3.17,1970,4,1
2.72,2015,4,2
3,1970,4,1
2.94,1971,1,1
2.39,1985,1,1
3.17,1971,1,2
2.96,1981,2,2
3.22,1972,4,2
2.49,1990,3,1
2.46,2013,2,1
2.8,1971,2,2
2.68,2006,4,1
2.55,2017,3,1
3.28,1965,3,1
3.37,1975,4,2
3.02,1960,2,2
2.67,2002,3,2
2.77,2010,2,1
3.34,1981,1,2
3.17,1975,1,1
3.14,1979,3,1
2.62,1994,1,2
3.53,1981,3,2
3.28,1974,1,2
3.05,1968,2,1
3.13,1971,2,1
2.65,2017,3,1
2.56,2019,4,1
3.06,1965,1,1
2.93,1975,2,2
2.94,1968,3,1
2.99,1980,4,2
3.42,1965,4,2
2.39,1991,1,1
2.65,2009,4,1
3.51,1980,3,2
2.72,2007,1,2
3.28,1978,3,1
3.16,1970,1,1
2.7,2002,1,1
2.77,2006,4,1
3.01,1968,4,1
2.54,2004,2,1
3.03,1961,1,1
3.12,1963,2,1
2.76,2009,1,2
2.88,1977,2,2
3.04,1981,3,2
3.02,1963,1,2
2.83,1969,4,2
2.55,1994,3,1
2.76,2016,3,2
2.58,2003,4,2
2.83,1962,3,2
3.02,1972,4,1
2.98,1979,3,1
3.15,1973,4,2
3.07,1970,3,2
2.63,2017,3,1
2.94,1980,1,2
3,1961,3,1
3.32,1960,4,2
2.99,1971,1,1
2.55,1995,3,1
2.74,2019,3,1
3.1,1979,4,1
2.83,1978,2,1
2.45,1989,4,1
3.06,1976,4,1
3.12,1962,2,1
3.43,1975,3,1
3,1968,3,1
3.1,1973,4,2
2.87,1968,2,1
3.16,1978,2,1
2.75,2020,2,1
3.08,1981,4,2
2.84,1974,4,2
2.93,1976,4,2
2.44,2014,2,1
2.96,1981,2,1
2.67,2001,3,2
2.53,2009,4,1
2.9,1981,1,1
2.6,1995,2,1
2.54,1988,1,2
2.63,2014,1,1
3.17,1962,2,2
3.2,1975,3,2
2.52,2006,4,1
2.59,1991,1,1
2.97,1974,1,2
3.2,1963,3,1
3.03,1969,4,1
3.08,1962,3,2
2.87,1980,4,2
2.95,1976,2,2
2.99,1980,1,2
3.2,1974,4,1
2.4,1982,1,2
3.13,1960,1,2
2.96,1964,1,2
3.04,1975,2,2
2.91,1960,1,2
2.98,1980,3,1
3.02,1961,2,1
2.91,1962,1,2
2.51,2015,3,2
3.36,1971,3,2
3.31,1965,2,1
2.48,1982,4,1
3.04,1967,2,2
2.88,1965,4,1
2.63,1998,4,2
2.95,1964,4,2
2.95,1972,4,2
2.81,1973,1,2
3.18,1961,2,2
3.18,1972,4,1
3.29,1976,1,2
2.78,2017,1,1
2.58,1986,1,2
3.18,1965,3,1
3.09,1980,4,2
2.68,2016,2,1
2.95,1969,4,2
2.33,1984,4,2
2.97,1962,1,2
2.79,1999,2,2
2.76,1983,3,2
2.51,1991,1,2
3.07,1974,1,2
3.44,1966,3,1
2.64,2000,3,1
2.47,2015,4,2
3.21,1980,1,2
2.91,1971,2,1
2.88,1979,4,2
2.9,1963,3,1
3.05,1980,1,2
3.26,1970,2,1
3.11,1966,4,1
3.29,1974,2,1
3.15,1982,2,1
3.11,1976,1,1
3.14,1979,1,1
2.56,2005,4,1
2.9,1968,3,1
2.72,1999,3,2
3.25,1981,3,1
2.87,1960,3,1
2.91,1960,1,1
3.15,1971,2,1
3,1972,1,2
2.69,2006,3,2
2.9,1976,4,2
2.95,1974,1,1
3.22,1976,4,2
3.15,1962,4,2
2.97,1971,4,2
3.11,1960,3,2
3.09,1970,2,1
2.54,1986,3,2
3.09,1963,2,1
2.97,1979,2,2
3.12,1968,1,1
2.91,1978,1,2
2.81,1971,1,2
2.78,1991,2,2
3.11,1972,1,2
2.83,1974,1,2
2.52,2006,3,1
3.02,1979,2,1
3.15,1978,4,2
2.56,2016,2,1
2.93,1970,1,2
2.88,1967,4,1
3.31,1979,4,2
3.01,1982,4,1
3.28,1963,1,1
2.42,2018,2,1
2.98,1979,1,2
2.73,1992,1,2
2.91,1966,3,1
3.31,1976,1,1
3.08,1975,4,1
2.56,2019,2,1
2.89,1962,2,1
3.21,1976,2,2
2.33,2015,2,2
3.1,1981,2,2
3.06,1977,4,2
3.22,1963,3,2
2.9,1963,4,1
2.84,1975,2,1
3.25,1971,2,1
3.12,1963,2,1
2.84,1979,1,1
3.44,1964,1,2
3.02,1975,3,2
3.39,1961,4,1
2.53,1991,1,1
3.12,1976,3,2
3.43,1977,1,2
3.15,1967,2,1
3.01,1962,4,1
3.16,1971,3,1
3.19,1969,3,2
3.07,1975,1,1
3.18,1964,3,1
3.11,1961,2,1
3.06,1961,1,2
2.66,1987,2,2
2.9,1972,1,2
2.36,2019,2,2
3.18,1981,3,2
3.09,1960,2,2
2.83,1966,1,2
2.54,1988,3,1
3.04,1961,1,1
2.87,1978,2,1
2.76,2015,4,2
2.45,1987,4,1
2.63,2006,2,2
2.52,2016,3,1
3.37,1970,2,1
3,1960,2,2
3.01,1965,3,1
2.45,2014,3,2
3.28,1962,1,2
2.76,1984,4,2
3.11,1978,3,2
2.73,1998,1,1
2.35,2003,1,1
2.78,1989,3,1
2.36,1993,2,1
2.45,2009,3,2
2.94,1969,1,2
3.27,1982,3,1
2.72,1988,4,2
2.75,1994,1,2
2.6,1988,4,2
2.96,1967,1,2
2.83,1970,3,1
3.08,1975,2,2
2.99,1967,4,2
3.07,1981,3,1
3.2,1981,2,1
2.71,2013,1,2
2.63,2005,3,2
2.79,2007,3,1
3.14,1972,4,1
2.49,1993,1,2
2.64,1997,3,2
2.51,1983,1,2
2.9,1979,2,2
2.83,1960,2,1
2.67,2010,3,1
2.89,1982,1,2
2.99,1966,3,2
3.15,1970,3,1
3.09,1977,3,1
2.83,1971,2,2
2.5,1995,3,2
2.8,1960,4,2
2.51,2013,3,2
2.71,1986,3,1
3.29,1976,2,2
2.94,1968,4,2
3.12,1961,1,1
3.01,1964,2,2
2.73,2020,4,2
2.92,1975,3,2
2.74,1992,3,1
2.77,2018,4,1
3.1,1976,3,1
2.88,1972,2,2
3.35,1963,3,1
3.17,1980,3,1
3.1,1971,1,1
3.42,1960,3,2
2.9,1970,3,1
2.77,1995,4,1
3.25,1968,2,2
3.1,1971,2,2
2.64,2008,2,1
2.79,1985,2,2
3.1,1970,2,1
3.06,1965,3,1
2.8,1970,3,1
2.81,1964,4,1
3.49,1978,1,2
2.48,2000,3,2
3.13,1961,4,2
2.94,1963,4,2
2.53,2011,1,1
2.6,2004,1,2
2.87,1974,2,1
2.58,1997,1,1
2.9,1979,1,2
2.96,1972,3,2
2.78,2014,2,2
2.61,1991,4,2
3.06,1966,3,2
3.23,1979,3,1
3.44,1971,3,1
2.62,1989,1,2
2.57,1998,3,2
3.23,1962,3,1
2.72,1990,3,1
2.89,1961,2,2
2.36,1985,2,1
2.41,1991,3,2
3.16,1964,3,1
3.42,1965,1,1
3.11,1971,4,1
3.36,1967,2,2
2.44,1996,1,2
2.68,2017,4,1
2.93,1965,3,2
2.68,2019,4,1
2.65,2000,4,1
3.07,1977,2,1
2.96,1973,3,1
2.68,1989,2,1
2.43,2004,2,1
3.09,1973,4,1
2.86,1970,1,1
3.02,1963,3,1
3.12,1978,2,2
3.25,1965,4,1
3.26,1972,2,1
2.93,1967,4,1
3.18,1976,1,1
3.1,1970,3,1
2.2,2000,1,2
2.6,2016,1,2
2.62,2009,2,1
2.72,1988,4,1
3.15,1977,2,2
3.02,1967,1,2
2.68,2002,4,1
3.24,1977,3,2
2.67,2000,2,1
2.58,1984,2,1
3.18,1974,4,1
2.62,2019,1,2
2.42,1994,1,1
2.8,1980,4,1
3.16,1980,3,1
2.87,1974,3,2
2.83,1973,3,2
2.95,1977,2,2
3.08,1971,2,2
2.9,1981,4,1
2.73,2008,2,1
3.34,1968,4,1
3.07,1975,3,1
2.91,1965,3,2
3.01,1966,2,1
2.99,1969,2,2
2.68,1997,3,2
2.4,2019,4,1
3.34,1975,4,2
2.93,1963,4,1
2.79,1996,3,1
2.47,2011,3,2
2.48,2006,2,1
2.56,1996,1,2
3.19,1962,4,1
2.5,2002,2,1
2.81,1964,2,2
2.92,1967,4,1
2.44,2011,2,2
2.43,1991,3,2
2.59,1991,2,2
3.1,1970,3,1
2.99,1962,1,1
3.02,1977,4,2
2.58,2011,2,1
2.73,2014,1,1
2.95,1980,1,2
3.12,1965,3,2
3.4,1967,1,2
3.01,1960,3,1
2.62,2016,4,2
2.93,1960,3,1
3.02,1981,1,1
2.74,2006,4,2
3.16,1982,1,2
3.36,1961,3,1
2.99,1977,2,2
3.29,1969,1,1
2.93,1981,2,2
2.9,1961,4,2
2.73,2009,4,1
2.35,2000,1,1
2.51,2011,2,1
2.61,1994,1,2
3.24,1975,3,2
3.1,1982,3,2
3.18,1971,1,2
2.69,2007,4,1
2.96,1968,2,1
3.12,1982,3,2
2.94,1974,1,1
3.05,1980,1,1
2.96,1972,2,1
3.34,1978,4,2
2.83,1961,3,1
3.29,1977,2,1
2.57,2007,4,2
2.86,1969,4,1
2.78,2016,2,1
2.59,1991,2,1
2.77,1988,2,2
3.05,1978,1,1
3.28,1975,4,1
2.81,1980,2,1
2.72,1990,1,1
2.8,1971,3,2
3.13,1967,1,1
2.84,1970,4,2
2.59,1994,1,1
3.05,1972,3,1
2.95,1965,1,1
3.09,1971,1,1
3.17,1964,4,1
2.69,2011,4,2
2.83,1961,3,1
3.38,1967,3,1
3.07,1979,4,2
3,1974,2,1
3.12,1982,3,2
3.2,1960,3,1
3.27,1964,2,2
2.76,1991,1,1
2.49,1987,1,1
2.41,2013,2,1
2.48,2020,1,1
2.96,1974,2,1
2.34,2011,2,1
3.03,1964,3,2
2.47,2008,4,1
2.59,1998,2,2
2.82,1968,4,1
3.53,1977,4,1
3.34,1982,2,2
2.58,2017,2,2
3.07,1978,4,1
2.81,1962,2,2
3.13,1977,1,1
2.98,1971,2,2
2.93,1972,2,2
2.83,1960,2,2
2.67,1983,1,1
2.97,1970,1,2
3.05,1981,3,2
2.89,1968,2,2
2.98,1973,4,1
3,1974,2,1
3.18,1974,4,2
2.79,1987,3,2
2.67,1991,4,2
2.57,2001,2,2
2.75,2006,4,1
2.99,1980,2,2
3.43,1970,2,2
2.58,1984,4,2
2.58,1993,4,2
3.09,1981,3,1
3,1976,2,2
3.32,1965,3,2
2.48,1985,3,1
3.18,1966,4,2
3.03,1961,2,2
2.89,1970,2,2
2.43,1982,4,1
2.7,2009,3,1
2.69,2012,2,2
3.02,1962,1,1
3.07,1974,1,1
2.36,2018,1,2
2.98,1969,3,1
2.97,1970,2,2
3.1,1961,1,1
2.53,2019,2,1
3.14,1961,3,2
2.47,2012,1,2
2.44,2014,4,2
2.84,1971,4,2
2.75,1995,1,2
2.52,1997,1,1
2.54,2003,2,2
3.18,1971,2,1
2.98,1976,1,1
3.1,1977,2,1
2.85,1962,4,2
2.55,1984,1,2
2.51,1988,1,1
3.3,1962,2,2
2.71,1984,2,2
3.18,1976,2,1
3.18,1960,4,2
2.94,1982,3,1
3.34,1960,1,2
3.27,1962,3,2
3.22,1962,3,2
2.74,2004,3,1
2.49,1984,4,1
2.97,1962,3,2
2.63,2003,3,1
3.12,1982,2,2
2.48,2012,4,2
2.87,1965,4,2
2.94,1975,1,1
2.48,1993,2,2
2.91,1964,3,1
2.74,2011,4,2
3.39,1965,1,2
2.59,2006,2,2
3.09,1960,4,1
3.08,1975,1,1
2.47,1992,2,1
3.13,1974,3,2
2.55,2020,1,1
2.97,1966,4,1
3.12,1982,1,2
2.46,1984,2,2
2.29,2002,4,2
3.13,1960,1,1
3.31,1978,3,2
2.84,1969,4,1
2.9,1972,2,2
3.01,1970,3,2
2.68,2019,4,1
2.44,1987,1,1
3.09,1976,1,1
3,1975,4,1
2.61,1995,4,2
2.6,1989,4,2
2.6,1991,3,2
2.8,1961,1,2
2.68,2004,3,2
2.86,1975,3,1
2.96,1962,2,1
2.56,2013,4,1
3.08,1975,2,1
2.67,2010,1,2
3.22,1963,4,2
2.72,2005,4,1
2.63,2012,1,1
2.89,1971,3,1
3.04,1974,4,1
3.02,1979,1,2
2.4,1989,2,1
3.11,1965,3,1
3.1,1967,2,2
3.26,1963,1,2
2.34,1982,1,2
3.08,1976,3,1
2.78,2000,1,2
3.16,1967,1,1
2.68,1987,3,2
3.05,1971,2,2
2.88,1966,1,1
3.36,1968,1,1
2.59,1991,3,1
2.47,1982,1,2
2.73,2007,3,2
3,1973,2,1
3.15,1971,2,2
3.25,1982,2,2
2.98,1973,3,2
2.55,2000,1,1
3.14,1981,1,2
3.19,1979,4,2
2.76,2016,4,1
3.2,1975,1,1
2.46,1996,4,1
2.33,2006,3,2
3.02,1979,2,1
3.27,1977,3,2
3.09,1971,2,1
2.9,1970,4,2
3.1,1971,1,1
3.05,1978,3,2
3.24,1975,3,1
3.08,1972,2,2
2.65,1988,2,2
2.88,1980,2,2
2.81,1975,2,1
2.4,2010,4,1
2.85,1974,4,1
2.76,1993,1,1
2.45,2018,3,1
2.85,1973,4,2
2.55,1989,2,1
3.3,1977,4,1
2.89,1972,2,2
2.63,1985,2,2
3.43,1964,3,1
3.08,1970,1,2
2.53,1995,1,2
3.14,1965,1,2
2.98,1976,2,1
3.35,1969,3,1
3.01,1966,4,2
2.64,1991,1,1
2.94,1971,3,1
2.72,2020,3,2
3.06,1963,1,2
2.67,1986,2,1
2.61,2001,1,2
2.66,2007,1,1
2.55,2018,4,2
3.29,1975,3,2
3.31,1968,2,1
3.18,1978,4,1
3.27,1965,4,1
2.53,2012,2,1
3.24,1972,1,2
3.2,1969,4,1
3.06,1972,2,1
2.89,1970,1,1
3.18,1963,2,2
3.16,1975,2,2
3.34,1970,3,2
3.31,1982,4,1
3.08,1963,1,2
2.92,1966,1,2
2.73,2011,1,2
2.83,1976,4,2
2.94,1981,4,1
3.07,1960,2,1
3.01,1981,1,1
2.96,1974,2,2
3.01,1968,2,2
3.23,1970,1,2
2.63,2008,4,1
2.8,1966,3,1
2.46,1982,3,1
3.18,1960,2,2
2.82,1973,1,2
3.11,1969,1,2
2.42,2013,2,2
2.92,1969,1,1
2.93,1962,2,1
3.12,1979,4,1
2.88,1964,3,2
2.96,1978,1,1
3.11,1974,4,2
3.12,1979,2,1
2.69,2013,1,1
3.01,1976,4,1
2.86,1964,2,1
2.59,1990,2,2
3.08,1979,3,2
2.89,1960,3,2
3,1968,4,2
2.65,2020,4,1
2.57,2000,2,1
3.12,1977,3,1
2.54,2017,1,1
3,1980,1,2
3.07,1967,4,2
2.71,1992,3,2
3.01,1961,4,1
2.77,2012,2,2
3.1,1963,4,1
3.48,1971,2,2
3.08,1962,2,1
3.2,1975,3,1
2.8,1967,2,1
2.82,1969,4,1
2.38,2000,3,1
2.66,2011,3,1
